region,category,parameter,mode,powertrain,unit,value_2022,value_2023,value_2024,growth_rate,threshold,is_small_base,growth_rate_uncapped,fill_method,growth_2022_2023_pct,applied_growth_rate_pct,uncapped_growth_rate_pct,was_capped,note
Italy,Historical,EV sales,Cars,BEV,Vehicles,49000.0,66000.0,88897.95918367346,0.3469387755102041,100.0,False,0.3469387755102041,forward_fill,34.69,34.69,34.69,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV stock share,Cars,EV,percent,0.910000026226044,1.29999995231628,1.857142667381126,0.42857133500055516,1.0,False,0.42857133500055516,forward_fill,42.86,42.86,42.86,False,Established market (≥1.0 percent) - historical growth applied
Italy,Historical,EV stock,Vans,BEV,Vehicles,13000.0,21000.0,33923.07692307692,0.6153846153846154,100.0,False,0.6153846153846154,forward_fill,61.54,61.54,61.54,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV sales,Vans,PHEV,Vehicles,610.0,1000.0,1639.344262295082,0.639344262295082,100.0,False,0.639344262295082,forward_fill,63.93,63.93,63.93,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV stock,Vans,PHEV,Vehicles,1100.0,2100.0,4009.0909090909095,0.9090909090909091,100.0,False,0.9090909090909091,forward_fill,90.91,90.91,90.91,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV sales,Vans,BEV,Vehicles,4100.0,7200.0,12643.90243902439,0.7560975609756098,100.0,False,0.7560975609756098,forward_fill,75.61,75.61,75.61,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV stock,Buses,FCEV,Vehicles,13.0,14.0,15.076923076923077,0.07692307692307693,100.0,True,0.07692307692307693,forward_fill,7.69,7.69,7.69,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV stock,Cars,BEV,Vehicles,170000.0,240000.0,338823.5294117647,0.4117647058823529,100.0,False,0.4117647058823529,forward_fill,41.18,41.18,41.18,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV sales,Cars,FCEV,Vehicles,11.0,2.0,1.4,-0.3,100.0,True,-0.8181818181818182,forward_fill,-81.82,-30.0,-81.82,True,Small base (<100.0 Vehicles) - capped at 150% (was -81.8%)
Italy,Historical,EV stock,Cars,FCEV,Vehicles,56.0,59.0,62.160714285714285,0.05357142857142857,100.0,True,0.05357142857142857,forward_fill,5.36,5.36,5.36,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV sales,Cars,PHEV,Vehicles,65000.0,70000.0,75384.61538461538,0.07692307692307693,100.0,False,0.07692307692307693,forward_fill,7.69,7.69,7.69,False,Established market (≥100.0 Vehicles) - historical growth applied
Italy,Historical,EV stock,Cars,PHEV,Vehicles,180000.0,250000.0,347222.2222222222,0.3888888888888889,100.0,False,0.3888888888888889,forward_fill,38.89,38.89,38.89,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV stock,Vans,BEV,Vehicles,39000.0,15000.0,10500.0,-0.3,100.0,False,-0.6153846153846154,forward_fill,-61.54,-30.0,-61.54,True,Small base (<100.0 Vehicles) - capped at 150% (was -61.5%)
Japan,Historical,EV sales,Cars,FCEV,Vehicles,990.0,320.0,224.0,-0.3,100.0,False,-0.6767676767676768,forward_fill,-67.68,-30.0,-67.68,True,Small base (<100.0 Vehicles) - capped at 150% (was -67.7%)
Japan,Historical,EV stock,Cars,BEV,Vehicles,210000.0,290000.0,400476.1904761905,0.38095238095238093,100.0,False,0.38095238095238093,forward_fill,38.1,38.1,38.1,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV sales,Cars,BEV,Vehicles,59000.0,88000.0,131254.2372881356,0.4915254237288136,100.0,False,0.4915254237288136,forward_fill,49.15,49.15,49.15,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV stock,Cars,FCEV,Vehicles,7600.0,7900.0,8211.842105263158,0.039473684210526314,100.0,False,0.039473684210526314,forward_fill,3.95,3.95,3.95,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV sales,Trucks,BEV,Vehicles,10.0,50.0,125.0,1.5,100.0,True,4.0,forward_fill,400.0,150.0,400.0,True,Small base (<100.0 Vehicles) - capped at 150% (was 400.0%)
Japan,Historical,EV stock,Trucks,BEV,Vehicles,55.0,150.0,409.0909090909091,1.7272727272727273,100.0,False,1.7272727272727273,forward_fill,172.73,172.73,172.73,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV stock,Cars,PHEV,Vehicles,200000.0,250000.0,312500.0,0.25,100.0,False,0.25,forward_fill,25.0,25.0,25.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV sales,Cars,PHEV,Vehicles,38000.0,52000.0,71157.8947368421,0.3684210526315789,100.0,False,0.3684210526315789,forward_fill,36.84,36.84,36.84,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV charging points,EV,Publicly available fast,charging points,8400.0,9600.0,10971.42857142857,0.14285714285714285,50.0,False,0.14285714285714285,forward_fill,14.29,14.29,14.29,False,Established market (≥50.0 charging points) - historical growth applied
Japan,Historical,EV charging points,EV,Publicly available slow,charging points,21000.0,22000.0,23047.61904761905,0.047619047619047616,50.0,False,0.047619047619047616,forward_fill,4.76,4.76,4.76,False,Established market (≥50.0 charging points) - historical growth applied
Japan,Historical,EV sales share,Cars,EV,percent,2.79999995231628,3.59999990463257,4.6285712621650035,0.2857142735500748,1.0,False,0.2857142735500748,forward_fill,28.57,28.57,28.57,False,Established market (≥1.0 percent) - historical growth applied
Japan,Historical,EV sales share,Vans,EV,percent,0.25,0.430000007152557,0.7396000246047962,0.7200000286102279,1.0,True,0.7200000286102279,forward_fill,72.0,72.0,72.0,False,Established market (≥1.0 percent) - historical growth applied
Japan,Historical,EV stock share,Vans,EV,percent,0.310000002384186,0.129999995231628,0.09099999666213959,-0.3,1.0,True,-0.5806451798973932,forward_fill,-58.06,-30.0,-58.06,True,Small base (<1.0 percent) - capped at 150% (was -58.1%)
Japan,Historical,EV sales share,Buses,EV,percent,0.360000014305115,1.10000002384186,3.361111123252809,2.0555555003660753,1.0,False,2.0555555003660753,forward_fill,205.56,205.56,205.56,False,Established market (≥1.0 percent) - historical growth applied
Japan,Historical,EV stock share,Buses,EV,percent,0.037000000476837,0.087999999523163,0.20929729233178365,1.3783783348395733,1.0,True,1.3783783348395733,forward_fill,137.84,137.84,137.84,False,Established market (≥1.0 percent) - historical growth applied
Japan,Historical,EV sales,Vans,BEV,Vehicles,1600.0,2800.0,4900.0,0.75,100.0,False,0.75,forward_fill,75.0,75.0,75.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV stock share,Trucks,EV,percent,0.004800000227988,0.013000000268221,0.032500000670552504,1.5,1.0,True,1.7083332605736494,forward_fill,170.83,150.0,170.83,True,Small base (<1.0 percent) - capped at 150% (was 170.8%)
Japan,Historical,EV sales share,Trucks,EV,percent,0.008200000040233,0.035000000149012,0.08750000037253,1.5,1.0,True,3.2682926801568026,forward_fill,326.83,150.0,326.83,True,Small base (<1.0 percent) - capped at 150% (was 326.8%)
Japan,Historical,EV sales,Buses,BEV,Vehicles,20.0,69.0,172.5,1.5,100.0,True,2.45,forward_fill,245.0,150.0,245.0,True,Small base (<100.0 Vehicles) - capped at 150% (was 245.0%)
Japan,Historical,EV stock,Buses,FCEV,Vehicles,10.0,100.0,1000.0,9.0,100.0,False,9.0,forward_fill,900.0,900.0,900.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Japan,Historical,EV stock share,Cars,EV,percent,0.639999985694885,0.839999973773956,1.1024999557994302,0.3124999883584675,1.0,True,0.3124999883584675,forward_fill,31.25,31.25,31.25,False,Established market (≥1.0 percent) - historical growth applied
Japan,Historical,EV stock,Buses,BEV,Vehicles,77.0,170.0,375.32467532467535,1.2077922077922079,100.0,False,1.2077922077922079,forward_fill,120.78,120.78,120.78,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV charging points,EV,Publicly available fast,charging points,21000.0,21000.0,21000.0,0.0,50.0,False,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥50.0 charging points) - historical growth applied
Korea,Historical,EV charging points,EV,Publicly available slow,charging points,180000.0,180000.0,180000.0,0.0,50.0,False,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥50.0 charging points) - historical growth applied
Korea,Historical,EV sales share,Cars,EV,percent,8.5,7.90000009536743,7.3423531184476944,-0.07058822407442002,1.0,False,-0.07058822407442002,forward_fill,-7.06,-7.06,-7.06,False,Established market (≥1.0 percent) - historical growth applied
Korea,Historical,EV stock share,Cars,EV,percent,1.70000004768372,2.40000009536743,3.388235468352942,0.4117647223819036,1.0,False,0.4117647223819036,forward_fill,41.18,41.18,41.18,False,Established market (≥1.0 percent) - historical growth applied
Korea,Historical,EV sales share,Buses,EV,percent,0.25,0.97000002861023,2.425000071525575,1.5,1.0,True,2.88000011444092,forward_fill,288.0,150.0,288.0,True,Small base (<1.0 percent) - capped at 150% (was 288.0%)
Korea,Historical,EV stock share,Buses,EV,percent,0.560000002384186,0.409999996423721,0.30017856491387446,-0.2678571523604353,1.0,True,-0.2678571523604353,forward_fill,-26.79,-26.79,-26.79,False,Established market (≥1.0 percent) - historical growth applied
Korea,Historical,EV sales share,Vans,EV,percent,15.0,18.0,21.599999999999998,0.2,1.0,False,0.2,forward_fill,20.0,20.0,20.0,False,Established market (≥1.0 percent) - historical growth applied
Korea,Historical,EV stock share,Vans,EV,percent,2.90000009536743,4.19999980926514,6.082757868182838,0.44827574867131187,1.0,False,0.44827574867131187,forward_fill,44.83,44.83,44.83,False,Established market (≥1.0 percent) - historical growth applied
Korea,Historical,EV stock,Vans,BEV,Vehicles,81000.0,120000.0,177777.77777777778,0.48148148148148145,100.0,False,0.48148148148148145,forward_fill,48.15,48.15,48.15,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV stock,Cars,BEV,Vehicles,300000.0,460000.0,705333.3333333333,0.5333333333333333,100.0,False,0.5333333333333333,forward_fill,53.33,53.33,53.33,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV sales,Cars,BEV,Vehicles,120000.0,120000.0,120000.0,0.0,100.0,False,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV sales,Cars,FCEV,Vehicles,10000.0,4300.0,3010.0,-0.3,100.0,False,-0.57,forward_fill,-57.0,-30.0,-57.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -57.0%)
Korea,Historical,EV stock,Cars,FCEV,Vehicles,29000.0,34000.0,39862.06896551725,0.1724137931034483,100.0,False,0.1724137931034483,forward_fill,17.24,17.24,17.24,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV sales,Cars,PHEV,Vehicles,11000.0,12000.0,13090.90909090909,0.09090909090909091,100.0,False,0.09090909090909091,forward_fill,9.09,9.09,9.09,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV stock,Cars,PHEV,Vehicles,57000.0,59000.0,61070.175438596496,0.03508771929824561,100.0,False,0.03508771929824561,forward_fill,3.51,3.51,3.51,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV sales,Buses,BEV,Vehicles,640.0,2500.0,9765.625,2.90625,100.0,False,2.90625,forward_fill,290.62,290.62,290.62,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV stock,Buses,BEV,Vehicles,5200.0,4400.0,3723.076923076923,-0.15384615384615385,100.0,False,-0.15384615384615385,forward_fill,-15.38,-15.38,-15.38,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV sales,Buses,FCEV,Vehicles,150.0,370.0,912.6666666666667,1.4666666666666666,100.0,False,1.4666666666666666,forward_fill,146.67,146.67,146.67,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV stock,Buses,FCEV,Vehicles,280.0,650.0,1508.9285714285713,1.3214285714285714,100.0,False,1.3214285714285714,forward_fill,132.14,132.14,132.14,False,Established market (≥100.0 Vehicles) - historical growth applied
Korea,Historical,EV sales,Vans,BEV,Vehicles,36000.0,41000.0,46694.444444444445,0.1388888888888889,100.0,False,0.1388888888888889,forward_fill,13.89,13.89,13.89,False,Established market (≥100.0 Vehicles) - historical growth applied
Latvia,Historical,EV sales share,Cars,EV,percent,8.10000038146973,11.0,14.938270901419978,0.3580246274018163,1.0,False,0.3580246274018163,forward_fill,35.8,35.8,35.8,False,Established market (≥1.0 percent) - historical growth applied
Latvia,Historical,EV sales,Cars,PHEV,Vehicles,300.0,360.0,432.0,0.2,100.0,False,0.2,forward_fill,20.0,20.0,20.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Latvia,Historical,EV sales,Cars,BEV,Vehicles,1100.0,1700.0,2627.272727272727,0.5454545454545454,100.0,False,0.5454545454545454,forward_fill,54.55,54.55,54.55,False,Established market (≥100.0 Vehicles) - historical growth applied
Lithuania,Historical,EV sales,Cars,BEV,Vehicles,1400.0,2100.0,3150.0,0.5,100.0,False,0.5,forward_fill,50.0,50.0,50.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Lithuania,Historical,EV sales share,Cars,EV,percent,7.90000009536743,7.5,7.120253078602501,-0.050632922852999765,1.0,False,-0.050632922852999765,forward_fill,-5.06,-5.06,-5.06,False,Established market (≥1.0 percent) - historical growth applied
Luxembourg,Historical,EV sales share,Cars,EV,percent,24.0,32.0,42.666666666666664,0.3333333333333333,1.0,False,0.3333333333333333,forward_fill,33.33,33.33,33.33,False,Established market (≥1.0 percent) - historical growth applied
Luxembourg,Historical,EV sales,Cars,PHEV,Vehicles,3800.0,4800.0,6063.157894736842,0.2631578947368421,100.0,False,0.2631578947368421,forward_fill,26.32,26.32,26.32,False,Established market (≥100.0 Vehicles) - historical growth applied
Luxembourg,Historical,EV sales,Cars,BEV,Vehicles,6400.0,11000.0,18906.25,0.71875,100.0,False,0.71875,forward_fill,71.88,71.88,71.88,False,Established market (≥100.0 Vehicles) - historical growth applied
Mexico,Historical,EV stock,Cars,PHEV,Vehicles,14000.0,16000.0,18285.714285714286,0.14285714285714285,100.0,False,0.14285714285714285,forward_fill,14.29,14.29,14.29,False,Established market (≥100.0 Vehicles) - historical growth applied
Mexico,Historical,EV sales,Cars,BEV,Vehicles,4400.0,13000.0,38409.09090909091,1.9545454545454546,100.0,False,1.9545454545454546,forward_fill,195.45,195.45,195.45,False,Established market (≥100.0 Vehicles) - historical growth applied
Mexico,Historical,EV stock,Cars,BEV,Vehicles,10000.0,24000.0,57600.0,1.4,100.0,False,1.4,forward_fill,140.0,140.0,140.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Mexico,Historical,EV sales,Cars,PHEV,Vehicles,4000.0,2200.0,1540.0,-0.3,100.0,False,-0.45,forward_fill,-45.0,-30.0,-45.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -45.0%)
Mexico,Historical,EV charging points,EV,Publicly available fast,charging points,76.0,76.0,76.0,0.0,50.0,False,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥50.0 charging points) - historical growth applied
Mexico,Historical,EV charging points,EV,Publicly available slow,charging points,2000.0,2000.0,2000.0,0.0,50.0,False,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥50.0 charging points) - historical growth applied
Mexico,Historical,EV sales share,Cars,EV,percent,0.889999985694885,1.29999995231628,1.8988762957145773,0.4606741272038104,1.0,False,0.4606741272038104,forward_fill,46.07,46.07,46.07,False,Established market (≥1.0 percent) - historical growth applied
Mexico,Historical,EV stock share,Cars,EV,percent,0.089000001549721,0.140000000596046,0.22022471714164057,0.5730336871717153,1.0,True,0.5730336871717153,forward_fill,57.3,57.3,57.3,False,Established market (≥1.0 percent) - historical growth applied
Netherlands,Historical,EV stock share,Trucks,EV,percent,0.25,0.910000026226044,2.27500006556511,1.5,1.0,True,2.640000104904176,forward_fill,264.0,150.0,264.0,True,Small base (<1.0 percent) - capped at 150% (was 264.0%)
Netherlands,Historical,EV stock,Buses,BEV,Vehicles,1400.0,1600.0,1828.5714285714284,0.14285714285714285,100.0,False,0.14285714285714285,forward_fill,14.29,14.29,14.29,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Buses,FCEV,Vehicles,14.0,9.0,6.3,-0.3,100.0,True,-0.35714285714285715,forward_fill,-35.71,-30.0,-35.71,True,Small base (<100.0 Vehicles) - capped at 150% (was -35.7%)
Netherlands,Historical,EV stock,Buses,FCEV,Vehicles,55.0,64.0,74.47272727272727,0.16363636363636364,100.0,True,0.16363636363636364,forward_fill,16.36,16.36,16.36,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Buses,PHEV,Vehicles,100.0,97.0,94.09,-0.03,100.0,True,-0.03,forward_fill,-3.0,-3.0,-3.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Vans,BEV,Vehicles,5000.0,10000.0,20000.0,1.0,100.0,False,1.0,forward_fill,100.0,100.0,100.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Buses,BEV,Vehicles,99.0,180.0,327.2727272727273,0.8181818181818182,100.0,False,0.8181818181818182,forward_fill,81.82,81.82,81.82,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Vans,PHEV,Vehicles,35.0,90.0,225.0,1.5,100.0,True,1.5714285714285714,forward_fill,157.14,150.0,157.14,True,Small base (<100.0 Vehicles) - capped at 150% (was 157.1%)
Netherlands,Historical,EV sales,Cars,FCEV,Vehicles,87.0,65.0,48.56321839080459,-0.25287356321839083,100.0,True,-0.25287356321839083,forward_fill,-25.29,-25.29,-25.29,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Cars,BEV,Vehicles,330000.0,440000.0,586666.6666666666,0.3333333333333333,100.0,False,0.3333333333333333,forward_fill,33.33,33.33,33.33,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Cars,BEV,Vehicles,87000.0,130000.0,194252.8735632184,0.4942528735632184,100.0,False,0.4942528735632184,forward_fill,49.43,49.43,49.43,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Vans,FCEV,Vehicles,13.0,13.0,13.0,0.0,100.0,True,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Vans,PHEV,Vehicles,130.0,160.0,196.92307692307693,0.23076923076923078,100.0,False,0.23076923076923078,forward_fill,23.08,23.08,23.08,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Vans,BEV,Vehicles,14000.0,23000.0,37785.71428571428,0.6428571428571429,100.0,False,0.6428571428571429,forward_fill,64.29,64.29,64.29,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV charging points,EV,Publicly available fast,charging points,4300.0,5800.0,7823.2558139534885,0.3488372093023256,50.0,False,0.3488372093023256,forward_fill,34.88,34.88,34.88,False,Established market (≥50.0 charging points) - historical growth applied
Netherlands,Historical,EV charging points,EV,Publicly available slow,charging points,120000.0,140000.0,163333.33333333334,0.16666666666666666,50.0,False,0.16666666666666666,forward_fill,16.67,16.67,16.67,False,Established market (≥50.0 charging points) - historical growth applied
Netherlands,Historical,EV sales,Trucks,FCEV,Vehicles,14.0,8.0,5.6,-0.3,100.0,True,-0.42857142857142855,forward_fill,-42.86,-30.0,-42.86,True,Small base (<100.0 Vehicles) - capped at 150% (was -42.9%)
Netherlands,Historical,EV stock,Trucks,BEV,Vehicles,370.0,1500.0,6081.081081081082,3.054054054054054,100.0,False,3.054054054054054,forward_fill,305.41,305.41,305.41,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Trucks,FCEV,Vehicles,26.0,57.0,124.96153846153847,1.1923076923076923,100.0,True,1.1923076923076923,forward_fill,119.23,119.23,119.23,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Cars,PHEV,Vehicles,190000.0,260000.0,355789.47368421056,0.3684210526315789,100.0,False,0.3684210526315789,forward_fill,36.84,36.84,36.84,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Trucks,BEV,Vehicles,120.0,1200.0,12000.0,9.0,100.0,False,9.0,forward_fill,900.0,900.0,900.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Cars,FCEV,Vehicles,600.0,620.0,640.6666666666667,0.03333333333333333,100.0,False,0.03333333333333333,forward_fill,3.33,3.33,3.33,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Cars,PHEV,Vehicles,50000.0,80000.0,128000.0,0.6,100.0,False,0.6,forward_fill,60.0,60.0,60.0,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales,Trucks,PHEV,Vehicles,17.0,26.0,39.76470588235294,0.5294117647058824,100.0,True,0.5294117647058824,forward_fill,52.94,52.94,52.94,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV stock,Trucks,PHEV,Vehicles,56.0,73.0,95.16071428571429,0.30357142857142855,100.0,True,0.30357142857142855,forward_fill,30.36,30.36,30.36,False,Established market (≥100.0 Vehicles) - historical growth applied
Netherlands,Historical,EV sales share,Trucks,EV,percent,0.769999980926514,5.90000009536743,45.2077947890986,6.6623379759934105,1.0,False,6.6623379759934105,forward_fill,666.23,666.23,666.23,False,Established market (≥1.0 percent) - historical growth applied
Netherlands,Historical,EV stock share,Cars,EV,percent,6.0,8.30000019073486,11.481667194366452,0.3833333651224766,1.0,False,0.3833333651224766,forward_fill,38.33,38.33,38.33,False,Established market (≥1.0 percent) - historical growth applied
Netherlands,Historical,EV sales share,Cars,EV,percent,26.0,35.0,47.11538461538462,0.34615384615384615,1.0,False,0.34615384615384615,forward_fill,34.62,34.62,34.62,False,Established market (≥1.0 percent) - historical growth applied
Netherlands,Historical,EV stock share,Vans,EV,percent,1.29999995231628,2.20000004768372,3.723077221029647,0.6923077910609621,1.0,False,0.6923077910609621,forward_fill,69.23,69.23,69.23,False,Established market (≥1.0 percent) - historical growth applied
Netherlands,Historical,EV sales share,Vans,EV,percent,6.59999990463257,12.0,21.818182133446054,0.8181818444538378,1.0,False,0.8181818444538378,forward_fill,81.82,81.82,81.82,False,Established market (≥1.0 percent) - historical growth applied
Netherlands,Historical,EV stock share,Buses,EV,percent,16.0,18.0,20.25,0.125,1.0,False,0.125,forward_fill,12.5,12.5,12.5,False,Established market (≥1.0 percent) - historical growth applied
Netherlands,Historical,EV sales share,Buses,EV,percent,25.0,31.0,38.44,0.24,1.0,False,0.24,forward_fill,24.0,24.0,24.0,False,Established market (≥1.0 percent) - historical growth applied
New Zealand,Historical,EV stock share,Vans,EV,percent,0.209999993443489,0.259999990463257,0.32190474834031313,0.23809523133734292,1.0,True,0.23809523133734292,forward_fill,23.81,23.81,23.81,False,Established market (≥1.0 percent) - historical growth applied
New Zealand,Historical,EV stock share,Buses,EV,percent,0.800000011920929,1.0,1.2499999813735487,0.24999998137354879,1.0,False,0.24999998137354879,forward_fill,25.0,25.0,25.0,False,Established market (≥1.0 percent) - historical growth applied
New Zealand,Historical,EV sales share,Cars,EV,percent,11.0,14.0,17.818181818181817,0.2727272727272727,1.0,False,0.2727272727272727,forward_fill,27.27,27.27,27.27,False,Established market (≥1.0 percent) - historical growth applied
New Zealand,Historical,EV sales share,Vans,EV,percent,1.10000002384186,1.5,2.045454501120509,0.3636363340803396,1.0,False,0.3636363340803396,forward_fill,36.36,36.36,36.36,False,Established market (≥1.0 percent) - historical growth applied
New Zealand,Historical,EV sales share,Buses,EV,percent,6.0,5.19999980926514,4.506666336059583,-0.13333336512247662,1.0,False,-0.13333336512247662,forward_fill,-13.33,-13.33,-13.33,False,Established market (≥1.0 percent) - historical growth applied
New Zealand,Historical,EV charging points,EV,Publicly available fast,charging points,480.0,860.0,1540.8333333333333,0.7916666666666666,50.0,False,0.7916666666666666,forward_fill,79.17,79.17,79.17,False,Established market (≥50.0 charging points) - historical growth applied
New Zealand,Historical,EV charging points,EV,Publicly available slow,charging points,200.0,280.0,392.0,0.4,50.0,False,0.4,forward_fill,40.0,40.0,40.0,False,Established market (≥50.0 charging points) - historical growth applied
New Zealand,Historical,EV sales,Cars,BEV,Vehicles,19000.0,26000.0,35578.94736842105,0.3684210526315789,100.0,False,0.3684210526315789,forward_fill,36.84,36.84,36.84,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV stock,Cars,BEV,Vehicles,46000.0,70000.0,106521.73913043478,0.5217391304347826,100.0,False,0.5217391304347826,forward_fill,52.17,52.17,52.17,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV sales,Cars,PHEV,Vehicles,9200.0,12000.0,15652.173913043478,0.30434782608695654,100.0,False,0.30434782608695654,forward_fill,30.43,30.43,30.43,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV sales,Cars,FCEV,Vehicles,10.0,4.0,2.8,-0.3,100.0,True,-0.6,forward_fill,-60.0,-30.0,-60.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -60.0%)
New Zealand,Historical,EV stock,Cars,PHEV,Vehicles,19000.0,30000.0,47368.42105263158,0.5789473684210527,100.0,False,0.5789473684210527,forward_fill,57.89,57.89,57.89,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV stock,Cars,FCEV,Vehicles,16.0,20.0,25.0,0.25,100.0,True,0.25,forward_fill,25.0,25.0,25.0,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV stock,Buses,BEV,Vehicles,260.0,350.0,471.1538461538462,0.34615384615384615,100.0,False,0.34615384615384615,forward_fill,34.62,34.62,34.62,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV stock,Buses,PHEV,Vehicles,1.0,1.0,1.0,0.0,100.0,True,0.0,forward_fill,0.0,0.0,0.0,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV stock,Vans,PHEV,Vehicles,74.0,88.0,104.64864864864866,0.1891891891891892,100.0,True,0.1891891891891892,forward_fill,18.92,18.92,18.92,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV sales,Vans,PHEV,Vehicles,50.0,15.0,10.5,-0.3,100.0,True,-0.7,forward_fill,-70.0,-30.0,-70.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -70.0%)
New Zealand,Historical,EV sales,Vans,BEV,Vehicles,420.0,500.0,595.2380952380952,0.19047619047619047,100.0,False,0.19047619047619047,forward_fill,19.05,19.05,19.05,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV stock,Vans,BEV,Vehicles,1400.0,1800.0,2314.285714285714,0.2857142857142857,100.0,False,0.2857142857142857,forward_fill,28.57,28.57,28.57,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV sales,Buses,BEV,Vehicles,110.0,100.0,90.9090909090909,-0.09090909090909091,100.0,False,-0.09090909090909091,forward_fill,-9.09,-9.09,-9.09,False,Established market (≥100.0 Vehicles) - historical growth applied
New Zealand,Historical,EV stock share,Cars,EV,percent,1.89999997615814,2.79999995231628,4.126315700710638,0.4736842039219224,1.0,False,0.4736842039219224,forward_fill,47.37,47.37,47.37,False,Established market (≥1.0 percent) - historical growth applied
Norway,Historical,EV stock,Trucks,PHEV,Vehicles,5.0,1.0,0.7,-0.3,100.0,True,-0.8,forward_fill,-80.0,-30.0,-80.0,True,Small base (<100.0 Vehicles) - capped at 150% (was -80.0%)
